attack_id,run_id,attack_class,mutation_chain,actual_decision,attack_success,reasons,status
U201,U201-0085,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0086,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0087,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0088,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0089,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0090,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0091,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0092,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0093,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
U201,U201-0094,combo_provenance_task_version,provenance_forge+task_escalation+version_downgrade,REJECT_INCONSISTENT,0,invalid_signature;provenance_mismatch;task_not_authorized;version_mismatch,PASS
